"","educ","degree","rincome","wealth","poleff11","poleff18","poleff19","poleff20","polinter","news","newsfrom","polnews","partyid","grpparty","mobile16","marital","racecen1","race","region","sex","age","vote12bin"
"1919",18,"graduate",NA,NA,"disagree","agree","strongly disagree","strongly disagree","have done it in the past year","everyday","newspapers","several times a day","strong democrat","belong but dont participate","different state","divorced","white","white","mountain","female",57,1
"1920",17,"bachelor","$25000 or more","$40,000 to $75,000",NA,"strongly agree",NA,"strongly agree",NA,"everyday","friends colleagues",NA,"not str democrat","belong but dont participate","same city","never married","white","white","mountain","female",58,1
"1921",15,"junior college",NA,"$100,000 to $150,000",NA,"neither agree nor disagree",NA,NA,"have done it in the more distant past","less than once wk",NA,"less than 1 day a week",NA,"never belonged","different state","married","white","white","mountain","male",31,1
"1922",12,"high school","$20000 - 24999",NA,"disagree",NA,NA,"neither agree nor disagree",NA,"never","newspapers",NA,"not str democrat",NA,"different state","divorced","white","white","mountain","female",63,1
"1923",16,"graduate","$1000 to 2999","$1 million to $2 million",NA,"neither agree nor disagree",NA,NA,NA,"everyday","newspapers",NA,"not str republican",NA,"different state","married","white","white","mountain","female",78,1
"1924",20,"bachelor","$10000 - 14999",NA,"disagree","neither agree nor disagree","strongly agree",NA,NA,"everyday",NA,NA,"not str republican","belong and actively participate","different state","married","white","white","mountain","female",86,1
"1925",12,"high school","$25000 or more",NA,"strongly disagree","strongly agree","agree","agree","have not done it and would never do  it","few times a week",NA,"1-2 days a week","not str republican","never belonged","same city","never married","white","white","mountain","male",21,1
"1926",16,"bachelor",NA,NA,"strongly agree","strongly agree",NA,"neither agree nor disagree","have not done it and would never do  it","never","tv",NA,"strong republican",NA,"same st,dif city","married","white","white","mountain","male",39,1
"1927",12,"high school","$20000 - 24999",NA,"agree","agree",NA,"neither agree nor disagree","have not done it and would never do  it","few times a week","tv",NA,"ind,near dem",NA,"different state","widowed","white","white","mountain","female",61,1
"1928",9,"lt high school","$20000 - 24999",NA,"disagree",NA,"disagree","agree",NA,"never","tv",NA,"not str democrat","never belonged","same city","divorced","hispanic","other","mountain","female",70,0
"1929",16,"graduate",NA,"$150,000 to $250,000","strongly disagree","disagree","disagree",NA,"have not done it and would never do  it","everyday",NA,NA,"ind,near dem",NA,"same city","divorced","white","white","mountain","female",43,1
"1930",16,"bachelor",NA,NA,"neither agree nor disagree","strongly disagree",NA,NA,"have not done it and would never do  it","never","the internet",NA,"not str republican",NA,"different state","divorced","korean","other","mountain","female",43,1
"1931",16,"bachelor","lt $1000","above $10 million",NA,NA,"agree","disagree","","everyday",NA,"several times a day","strong republican",NA,"different state","widowed","white","white","mountain","female",61,1
"1932",16,"graduate",NA,NA,"strongly disagree","strongly disagree","agree","disagree","have done it in the more distant past",NA,"friends colleagues","never","ind,near dem","used to belong","same city","separated","white","white","mountain","male",58,1
"1933",20,"graduate","$4000 to 4999",NA,"disagree",NA,"strongly agree","disagree","have not done it but might do it","less than once wk","tv",NA,"strong republican","belong and actively participate","same city","never married","white","white","mountain","female",34,1
"1934",16,"bachelor","$25000 or more","$20,000 to $40,000","strongly agree",NA,"strongly agree",NA,NA,NA,"the internet","less than 1 day a week","other party","used to belong","same city","never married","hispanic","other","mountain","male",24,1
"1935",12,"high school","$25000 or more","$40,000 to $75,000","disagree",NA,"strongly agree","neither agree nor disagree","","few times a week",NA,NA,"ind,near dem",NA,"different state","married","white","white","mountain","male",55,1
"1936",12,"high school",NA,"$5,000 to $20,000","strongly disagree","strongly agree",NA,NA,NA,"few times a week","tv",NA,"not str democrat",NA,"different state","never married","black or african american","black","mountain","male",26,1
"1937",14,"high school","$25000 or more",NA,NA,NA,NA,NA,NA,NA,"tv","less than 1 day a week","strong republican","belong but dont participate","different state","married","white","white","mountain","female",53,1
"1938",20,"graduate","$25000 or more","above $10 million","strongly disagree","strongly disagree",NA,"strongly disagree","have done it in the past year","few times a week","newspapers","several times a day","ind,near dem",NA,"different state","married","white","white","mountain","female",56,1
"1939",14,"high school","$10000 - 14999","less than $5,000",NA,"strongly agree","strongly agree","strongly disagree","have done it in the past year","few times a week",NA,"several times a day","ind,near dem",NA,"different state","married","white","white","mountain","female",48,1
"1940",16,"bachelor","$5000 to 5999","$40,000 to $75,000",NA,NA,"strongly disagree","strongly disagree",NA,"everyday",NA,"several times a day","independent","used to belong","different state","separated","white","white","mountain","male",33,0
"1941",14,"high school","$10000 - 14999","above $10 million",NA,NA,"strongly disagree",NA,"have not done it and would never do  it","everyday","government agencies","less than 1 day a week","independent",NA,"different state","never married","white","white","mountain","female",38,1
"1942",13,"high school",NA,NA,NA,NA,"strongly agree","agree","have not done it and would never do  it","never","magazines",NA,"not str democrat",NA,"same city","widowed","black or african american","black","mountain","female",61,1
"1943",17,"high school","$25000 or more","$250,000 to $500,000",NA,NA,NA,NA,"have not done it but might do it",NA,NA,NA,"independent",NA,"different state","divorced","white","white","mountain","male",65,0
"1944",12,"high school","lt $1000","$150,000 to $250,000","strongly agree",NA,"agree",NA,NA,"everyday","friends colleagues","3-4 days a week","ind,near dem","belong but dont participate","same city","divorced","white","white","mountain","male",48,1
"1945",9,"lt high school","$25000 or more",NA,NA,"strongly agree",NA,"neither agree nor disagree","have not done it and would never do  it",NA,"tv","less than 1 day a week","ind,near rep","never belonged","same city","married","black or african american","black","mountain","male",32,0
"1946",10,"high school","$1000 to 2999",NA,"neither agree nor disagree","neither agree nor disagree",NA,NA,"have not done it and would never do  it",NA,"magazines",NA,"ind,near dem","never belonged","same city","never married","white","white","mountain","male",23,0
"1947",8,"lt high school","$15000 - 19999",NA,"agree",NA,"disagree",NA,"have not done it and would never do  it","never","friends colleagues","1-2 days a week","independent","never belonged","different state","never married","white","white","mountain","female",38,0
"1948",14,"junior college","$15000 - 19999","less than $5,000","strongly disagree","strongly agree",NA,NA,"have not done it and would never do  it","never",NA,"","independent","used to belong","same city","separated","white","white","mountain","male",61,0
"1949",12,"high school","$10000 - 14999",NA,NA,"strongly agree",NA,"agree","have not done it but might do it","once a week","newspapers",NA,"strong democrat","belong and actively participate","different state","never married","black or african american","black","mountain","male",48,1
"1950",12,"high school",NA,NA,"neither agree nor disagree","neither agree nor disagree","strongly disagree",NA,"have not done it and would never do  it","less than once wk","family","once a day","strong democrat",NA,"different state","separated","white","white","mountain","female",25,1
"1951",15,"high school","$1000 to 2999","$40,000 to $75,000",NA,NA,"agree","disagree","have done it in the past year","once a week",NA,"5-6 days a week","ind,near rep","belong but dont participate","different state","married","white","white","mountain","male",77,1
"1952",13,"high school","$20000 - 24999",NA,NA,NA,"strongly agree",NA,"have not done it and would never do  it","never","other",NA,"not str republican","belong and actively participate","different state","married","white","white","mountain","male",29,0
"1953",12,"high school","$8000 to 9999",NA,"disagree","neither agree nor disagree",NA,"disagree","have done it in the more distant past","everyday",NA,"several times a day","ind,near rep",NA,"same city","married","white","white","mountain","female",64,1
"1954",12,"high school",NA,"above $10 million","disagree","neither agree nor disagree",NA,"agree","have not done it and would never do  it",NA,NA,NA,"not str republican",NA,"different state","married","white","white","mountain","female",63,0
"1955",13,"high school","$1000 to 2999",NA,"neither agree nor disagree",NA,NA,"agree",NA,NA,"books other printed material","less than 1 day a week","ind,near rep",NA,"different state","never married","white","white","mountain","female",23,0
"1956",12,"high school","$1000 to 2999","$20,000 to $40,000",NA,"agree","disagree","disagree","have not done it but might do it","once a week",NA,NA,"strong democrat",NA,"same city","widowed","white","white","mountain","female",NA,1
"1957",13,"high school",NA,"$5,000 to $20,000","strongly agree",NA,NA,"neither agree nor disagree","have done it in the more distant past","never","tv",NA,"ind,near rep","used to belong","same city","never married","white","white","pacific","male",22,0
"1958",12,"high school",NA,NA,NA,"agree","agree","disagree","have done it in the past year","everyday",NA,NA,"not str democrat",NA,"same city","married","white","white","pacific","male",43,1
"1959",14,"high school",NA,NA,"neither agree nor disagree","neither agree nor disagree",NA,"agree",NA,"less than once wk","friends colleagues",NA,"independent","never belonged","same city","separated","white","white","pacific","male",39,0
"1960",9,"lt high school","$1000 to 2999","$40,000 to $75,000","agree","strongly disagree","disagree","strongly agree","have not done it and would never do  it","few times a week","tv",NA,"not str democrat","never belonged","different state","married","white","white","pacific","male",56,1
"1961",11,"lt high school",NA,NA,"disagree","strongly disagree","strongly agree",NA,NA,"few times a week","tv","5-6 days a week","strong democrat","never belonged","different state","married",NA,"other","pacific","female",86,1
"1962",12,"high school",NA,"$20,000 to $40,000",NA,"strongly disagree","strongly agree","neither agree nor disagree","have not done it and would never do  it","never","tv",NA,"not str democrat","belong but dont participate","different state","widowed","hispanic","other","pacific","female",70,1
"1963",14,"high school","$25000 or more","$250,000 to $500,000",NA,"strongly agree",NA,"strongly disagree","have done it in the past year","everyday","the internet","several times a day","independent","belong but dont participate","different state","married","white","white","pacific","male",59,1
"1964",16,"bachelor",NA,NA,"disagree","neither agree nor disagree","strongly agree",NA,"have not done it and would never do  it","everyday",NA,NA,"not str democrat",NA,"different state","married","white","white","pacific","female",69,1
"1965",14,"high school","$10000 - 14999","$250,000 to $500,000","disagree",NA,"strongly agree",NA,"have done it in the past year",NA,"tv","several times a day","ind,near rep","belong but dont participate","same city","married","white","white","pacific","female",67,1
"1966",15,"junior college",NA,NA,NA,"neither agree nor disagree","strongly disagree",NA,NA,"less than once wk","friends colleagues","less than 1 day a week","not str republican",NA,"same city","never married","white","white","pacific","male",27,1
"1967",16,"bachelor",NA,"$500,000 to $1 million","disagree","disagree","agree",NA,"have done it in the past year","everyday",NA,NA,"not str democrat",NA,"same st,dif city","married","white","white","pacific","male",62,1
"1968",15,"high school",NA,"$100,000 to $150,000","neither agree nor disagree","strongly agree","strongly agree","agree",NA,"never","friends colleagues","less than 1 day a week","strong republican",NA,"different state","married","white","white","pacific","female",41,1
"1969",12,"high school","$6000 to 6999",NA,NA,"agree","agree","neither agree nor disagree",NA,NA,NA,"once a day","not str democrat","never belonged","different state","widowed","white","white","pacific","female",89,0
"1970",14,"high school","$20000 - 24999",NA,"neither agree nor disagree","disagree","agree",NA,NA,"less than once wk",NA,"once a day","ind,near dem","used to belong","different state","married","white","white","pacific","female",35,1
"1971",14,"high school","$15000 - 19999",NA,NA,"disagree",NA,NA,NA,"less than once wk",NA,"less than 1 day a week","strong democrat",NA,"same st,dif city","never married","black or african american","black","pacific","female",42,1
"1972",13,"high school","lt $1000","$500,000 to $1 million",NA,"strongly disagree",NA,"strongly agree","have not done it and would never do  it",NA,"tv",NA,"independent","never belonged","same city","married","hispanic","other","pacific","male",37,0
"1973",12,"high school","$10000 - 14999","less than $5,000",NA,"disagree",NA,"disagree","have not done it but might do it","once a week",NA,NA,"independent","used to belong","different state","married","white","white","pacific","female",36,0
"1974",12,"high school","$25000 or more",NA,"strongly agree","strongly disagree","disagree","strongly disagree","have not done it but might do it",NA,NA,"3-4 days a week","other party","used to belong","same city","never married","some other race","other","pacific","male",35,0
"1975",18,"graduate",NA,NA,NA,NA,"strongly disagree","strongly disagree","have done it in the past year","few times a week",NA,NA,"ind,near dem",NA,"same city","divorced","hispanic","other","pacific","male",26,0
"1976",4,"lt high school","$15000 - 19999","$2 million to $3 million","neither agree nor disagree","neither agree nor disagree","strongly disagree",NA,"have done it in the past year",NA,"family",NA,"strong democrat","used to belong","different state","never married","native hawaiian","other","pacific","male",76,1
"1977",14,"high school",NA,"$5,000 to $20,000",NA,"neither agree nor disagree",NA,"strongly disagree","have done it in the past year","everyday",NA,"several times a day","not str democrat",NA,"same city","never married","white","white","pacific","male",33,1
"1978",12,"high school","$5000 to 5999","less than $5,000","neither agree nor disagree",NA,"strongly disagree","agree","have not done it and would never do  it","never","books other printed material",NA,"independent","belong and actively participate","same city","separated","hispanic","other","pacific","female",37,0
"1979",16,"junior college","$20000 - 24999",NA,NA,NA,NA,"agree","have not done it but might do it","everyday",NA,"5-6 days a week","not str democrat","used to belong","different state","widowed","black or african american","black","pacific","male",67,1
"1980",11,"lt high school",NA,NA,NA,"strongly agree","strongly agree","strongly agree","have not done it and would never do  it",NA,"tv",NA,"independent","never belonged","same city","never married","hispanic","white","pacific","male",24,0
"1981",11,"lt high school","$3000 to 3999","$100,000 to $150,000",NA,NA,NA,"disagree","have done it in the more distant past","never",NA,NA,"independent","never belonged","same st,dif city","divorced","american indian or alaska native","other","pacific","female",53,0
"1982",18,"bachelor","$25000 or more","$250,000 to $500,000","disagree","neither agree nor disagree",NA,"disagree","have done it in the past year","everyday","the internet","several times a day","independent",NA,"same city","married","white","white","pacific","female",30,1
"1983",6,"lt high school","$10000 - 14999","$5,000 to $20,000",NA,NA,"agree",NA,"have done it in the more distant past","never","family",NA,"ind,near dem","used to belong","different state","married","white","white","pacific","female",41,0
"1984",13,"high school","$10000 - 14999","$2 million to $3 million","neither agree nor disagree",NA,"disagree","disagree","have done it in the past year","once a week","government agencies",NA,"not str democrat","belong and actively participate","same st,dif city","divorced","american indian or alaska native","other","pacific","male",57,0
"1985",12,"high school",NA,NA,"strongly agree","agree",NA,"neither agree nor disagree",NA,"never","books other printed material",NA,"independent",NA,"same city","divorced","white","white","pacific","female",57,0
"1986",14,"high school",NA,NA,"disagree",NA,"strongly agree","strongly agree","have not done it and would never do  it","never",NA,NA,"not str democrat",NA,"same st,dif city","widowed","white","white","pacific","female",83,1
"1987",9,"lt high school","$20000 - 24999",NA,NA,"disagree",NA,"neither agree nor disagree","have not done it and would never do  it",NA,"family","once a day","ind,near dem","never belonged","same st,dif city","married","white","white","pacific","female",76,0
"1988",9,"high school","$10000 - 14999",NA,"strongly disagree",NA,"disagree","disagree","have done it in the past year",NA,NA,"3-4 days a week","independent","used to belong","same st,dif city","divorced","white","white","pacific","female",68,1
"1989",16,"junior college","$10000 - 14999","$40,000 to $75,000",NA,"neither agree nor disagree","agree",NA,"have not done it and would never do  it","everyday","tv","once a day","independent","never belonged","same city","separated","white","white","pacific","female",57,1
"1990",11,"lt high school",NA,"less than $5,000","strongly agree","agree",NA,"neither agree nor disagree","have not done it and would never do  it",NA,"books other printed material","never","independent",NA,"same city","divorced","white","white","pacific","female",41,0
"1991",13,"high school",NA,"$5,000 to $20,000",NA,"strongly agree",NA,NA,"have done it in the more distant past","never","friends colleagues",NA,"not str democrat","belong and actively participate","same city","married","white","white","pacific","male",27,0
"1992",11,"lt high school","$10000 - 14999",NA,"agree","agree","strongly agree","disagree","","never","other","5-6 days a week","not str republican","used to belong","different state","divorced",NA,"white","pacific","female",55,0
"1993",13,"high school","$10000 - 14999","$40,000 to $75,000","agree","agree","agree",NA,NA,"once a week",NA,NA,"strong democrat","belong but dont participate","same st,dif city","divorced","white","white","pacific","female",64,1
"1994",20,"graduate","$25000 or more",NA,"neither agree nor disagree","strongly disagree","neither agree nor disagree","strongly disagree","have done it in the past year",NA,NA,"1-2 days a week","ind,near dem",NA,"same st,dif city","married","white","white","pacific","male",45,1
"1995",17,"bachelor","$10000 - 14999",NA,NA,"neither agree nor disagree",NA,"disagree","have done it in the past year","everyday",NA,"3-4 days a week","strong democrat","belong but dont participate","same st,dif city","married","white","white","pacific","male",54,1
"1996",16,"bachelor",NA,NA,NA,"agree",NA,NA,NA,NA,NA,"",NA,"never belonged","same st,dif city","married","white","white","pacific","female",30,0
"1997",9,"lt high school",NA,"$1 million to $2 million","disagree",NA,NA,NA,"have not done it and would never do  it","less than once wk",NA,"once a day","independent",NA,"same st,dif city","married","white","white","pacific","female",88,1
"1998",9,"high school",NA,"$500,000 to $1 million","agree",NA,NA,NA,"have not done it and would never do  it","less than once wk","radio",NA,"ind,near dem","belong but dont participate","different state","married","white","white","pacific","female",63,0
"1999",12,"high school",NA,"$150,000 to $250,000","strongly agree",NA,"agree","strongly agree",NA,NA,NA,"several times a day","ind,near rep",NA,"same st,dif city","widowed","white","white","pacific","male",54,1
"2000",16,"bachelor",NA,"$500,000 to $1 million",NA,"strongly disagree","disagree","strongly agree",NA,"everyday","newspapers",NA,"independent","belong and actively participate","same city","married","filipino","other","pacific","female",84,1
"2001",14,"high school","$10000 - 14999","$250,000 to $500,000","disagree",NA,NA,NA,NA,"few times a week","friends colleagues",NA,"ind,near dem","belong but dont participate","same st,dif city","married","white","white","pacific","female",51,1
"2002",16,"bachelor",NA,NA,"neither agree nor disagree",NA,NA,NA,NA,"never",NA,NA,"not str republican",NA,"same st,dif city","married","white","white","pacific","female",43,1
"2003",15,"high school",NA,NA,"disagree",NA,NA,"strongly disagree","have done it in the past year","less than once wk",NA,"3-4 days a week","ind,near dem",NA,"same st,dif city","married","white","white","pacific","male",52,1
"2004",12,"high school","$25000 or more","$150,000 to $250,000","neither agree nor disagree",NA,"neither agree nor disagree",NA,"have not done it and would never do  it",NA,"other","5-6 days a week","not str republican","never belonged","same st,dif city","married","white","white","pacific","male",48,0
"2005",14,"high school","$15000 - 19999","$150,000 to $250,000","neither agree nor disagree","strongly agree","neither agree nor disagree","agree",NA,"once a week",NA,NA,"ind,near rep",NA,"same st,dif city","widowed","white","white","pacific","female",70,1
"2006",14,"high school","$10000 - 14999","$40,000 to $75,000","neither agree nor disagree",NA,NA,"disagree","","few times a week",NA,NA,"ind,near rep",NA,"different state","married","white","white","pacific","female",62,1
"2007",17,"junior college","$10000 - 14999",NA,NA,"neither agree nor disagree","strongly disagree","disagree",NA,NA,"the internet","several times a day","not str republican","belong and actively participate","same st,dif city","never married","white","white","pacific","female",31,1
"2008",17,"bachelor","$25000 or more",NA,"disagree","neither agree nor disagree",NA,"disagree",NA,NA,NA,NA,"not str democrat","belong but dont participate","same st,dif city","married","white","white","pacific","female",54,1
"2009",16,"bachelor",NA,"$250,000 to $500,000",NA,"strongly agree","strongly agree",NA,"have done it in the past year",NA,"other","several times a day","strong republican",NA,"same city","married","white","white","pacific","female",39,1
"2010",13,"high school",NA,"$250,000 to $500,000","disagree","disagree",NA,NA,"have not done it and would never do  it","once a week","tv","1-2 days a week","independent",NA,"same st,dif city","married","white","white","pacific","male",88,1
"2011",18,"bachelor","$4000 to 4999","$20,000 to $40,000","neither agree nor disagree",NA,"agree",NA,"have done it in the past year","everyday","the internet",NA,"strong democrat","belong but dont participate","same city","married","white","white","pacific","male",36,1
"2012",12,"high school",NA,"above $10 million",NA,NA,"agree",NA,"have done it in the past year",NA,"friends colleagues",NA,"independent","used to belong","different state","married","white","white","pacific","male",65,1
"2013",12,"high school",NA,NA,NA,"strongly agree","agree",NA,"have not done it but might do it","less than once wk","family","once a day","not str republican",NA,"same city","married","white","white","pacific","female",29,1
"2014",14,"junior college","$10000 - 14999","$40,000 to $75,000","neither agree nor disagree",NA,"agree","disagree","have done it in the past year",NA,"the internet",NA,"independent","used to belong","same city","never married","white","white","pacific","female",33,1
"2015",16,"bachelor","$25000 or more",NA,"disagree",NA,"strongly agree","disagree","have not done it but might do it","less than once wk","tv","1-2 days a week","independent",NA,"same st,dif city","never married","hispanic","other","pacific","male",24,0
"2016",15,"junior college","$4000 to 4999","$5,000 to $20,000","strongly agree",NA,"agree",NA,"have done it in the more distant past",NA,NA,NA,"ind,near dem","never belonged","same city","never married","white","white","pacific","female",20,1
"2017",16,"bachelor",NA,"$250,000 to $500,000","disagree",NA,"strongly agree","neither agree nor disagree","have done it in the past year",NA,"magazines",NA,"strong republican","belong but dont participate","different state","married","white","white","pacific","male",65,1
"2018",8,"lt high school",NA,"$5,000 to $20,000",NA,NA,"strongly agree","strongly disagree","have done it in the past year","less than once wk","tv","once a day","not str democrat","used to belong","different state","never married","white","white","pacific","male",58,0
"2019",15,"high school",NA,"$250,000 to $500,000","disagree","neither agree nor disagree",NA,NA,"have not done it and would never do  it","never",NA,"once a day","not str republican","belong but dont participate","same city","married","white","white","pacific","male",79,1
"2020",12,"high school","$20000 - 24999","$4 million to $5 million",NA,NA,"strongly agree","neither agree nor disagree","have not done it but might do it","never","tv","5-6 days a week","not str republican","belong but dont participate","different state","widowed","white","white","pacific","male",79,0
"2021",16,"bachelor",NA,NA,NA,"neither agree nor disagree",NA,NA,NA,NA,NA,NA,"independent",NA,"same st,dif city","widowed","white","white","pacific","male",40,1
"2022",14,"junior college","$20000 - 24999","$100,000 to $150,000","strongly agree","neither agree nor disagree",NA,"agree",NA,"never","radio","never","independent","never belonged","different state","separated","white","white","pacific","female",44,1
"2023",12,"high school",NA,NA,"agree","strongly agree",NA,"strongly disagree","have done it in the past year","everyday","friends colleagues","5-6 days a week","strong republican",NA,"different state","married","white","white","pacific","male",74,1
"2024",12,"high school","$10000 - 14999","$75,000 to $100,000",NA,"strongly agree","agree","disagree",NA,"everyday","newspapers","once a day","ind,near rep",NA,"same st,dif city","divorced","white","white","pacific","female",68,1
"2025",12,"high school",NA,"less than $5,000","agree","agree","strongly disagree",NA,"have not done it but might do it",NA,NA,"never","independent",NA,"same city","never married","white","white","pacific","female",27,0
"2026",19,"junior college",NA,"$100,000 to $150,000",NA,"neither agree nor disagree",NA,"disagree","have done it in the more distant past","everyday","radio","several times a day","independent",NA,"different state","divorced","white","white","pacific","female",72,1
"2027",16,"bachelor",NA,"$150,000 to $250,000","strongly agree","strongly agree",NA,NA,NA,NA,"other","3-4 days a week","ind,near rep","belong but dont participate","same st,dif city","divorced","white","white","pacific","male",47,1
"2028",14,"high school","$25000 or more",NA,NA,NA,"disagree","agree",NA,"less than once wk",NA,"1-2 days a week","independent","never belonged","same city","divorced","white","white","pacific","male",39,0
"2029",16,"junior college","$10000 - 14999","less than $5,000","agree",NA,NA,NA,NA,"once a week",NA,NA,"ind,near dem",NA,"different state","never married","filipino","other","pacific","female",36,1
"2030",14,"high school","$25000 or more",NA,NA,"neither agree nor disagree","disagree","agree","have not done it and would never do  it","never","friends colleagues","less than 1 day a week","independent","never belonged","same city","divorced","white","white","pacific","male",33,1
"2031",15,"junior college","$6000 to 6999",NA,"neither agree nor disagree","neither agree nor disagree","agree","strongly disagree","have done it in the past year",NA,NA,NA,"ind,near dem","used to belong","different state","never married","hispanic","other","pacific","male",23,1
"2032",16,"bachelor",NA,NA,"neither agree nor disagree","disagree","agree","neither agree nor disagree","have done it in the more distant past","everyday","newspapers","3-4 days a week","strong democrat",NA,"same st,dif city","divorced","white","white","pacific","female",40,1
"2033",18,"bachelor","$25000 or more","$250,000 to $500,000","strongly disagree","strongly disagree","agree","disagree",NA,"few times a week","friends colleagues","several times a day","strong democrat","belong and actively participate","same city","married","white","white","pacific","male",29,1
"2034",20,"graduate","$25000 or more","less than $5,000",NA,NA,NA,"strongly disagree","have done it in the past year",NA,"friends colleagues","1-2 days a week","not str democrat","belong and actively participate","different state","married","white","white","pacific","male",37,1
"2035",14,"junior college","$6000 to 6999",NA,NA,NA,"disagree","strongly disagree","have done it in the past year",NA,"the internet",NA,"ind,near dem","used to belong","same city","never married","white","white","pacific","male",26,0
"2036",18,"high school",NA,"$250,000 to $500,000","neither agree nor disagree","neither agree nor disagree","agree",NA,"have not done it and would never do  it","once a week",NA,"several times a day","independent",NA,"same city","married","white","white","pacific","male",67,1
"2037",15,"high school","$15000 - 19999",NA,"disagree","neither agree nor disagree",NA,"strongly disagree",NA,NA,NA,"several times a day","not str republican","belong but dont participate","same city","never married","white","white","pacific","female",34,1
"2038",12,"high school",NA,"$150,000 to $250,000",NA,"strongly agree","strongly disagree",NA,NA,"once a week",NA,"less than 1 day a week","ind,near rep","never belonged","same city","never married","white","white","pacific","male",27,0
"2039",11,"lt high school","$15000 - 19999","$100,000 to $150,000","strongly agree",NA,"disagree","agree","have not done it and would never do  it","less than once wk","the internet","once a day","independent","never belonged","same city","married","white","white","pacific","female",45,0
"2040",16,"bachelor","$10000 - 14999","$40,000 to $75,000",NA,"strongly disagree","disagree","disagree",NA,"everyday",NA,NA,"not str democrat",NA,"different state","married","white","white","pacific","male",32,1
"2041",14,"high school","$3000 to 3999","$4 million to $5 million",NA,"disagree",NA,"agree","have not done it but might do it",NA,NA,"less than 1 day a week","other party","used to belong","same city","never married","hispanic","other","pacific","male",32,0
"2042",14,"junior college",NA,NA,"disagree","strongly agree","strongly agree","strongly agree",NA,"everyday","newspapers","3-4 days a week","independent","never belonged","different state","never married","filipino","other","pacific","male",24,0
"2043",16,"bachelor",NA,"less than $5,000",NA,NA,NA,NA,"have done it in the past year","everyday","the internet","less than 1 day a week","independent","used to belong","different state","never married","white","white","pacific","male",27,0
"2044",14,"high school",NA,NA,"strongly agree","strongly agree","strongly agree",NA,"have done it in the past year","never","government agencies",NA,"ind,near dem",NA,"same st,dif city","married","white","white","pacific","male",55,1
"2045",16,"bachelor",NA,"$150,000 to $250,000",NA,NA,"disagree",NA,NA,"everyday",NA,"","not str democrat","used to belong","different state","never married","white","white","pacific","male",37,1
"2046",14,"high school","$10000 - 14999",NA,"strongly disagree","strongly disagree","strongly agree",NA,NA,"less than once wk","tv","once a day","strong democrat",NA,"different state","separated","white","white","pacific","male",70,1
"2047",13,"high school","$15000 - 19999",NA,"agree","strongly disagree","disagree","neither agree nor disagree","have not done it and would never do  it","everyday","the internet","1-2 days a week","not str democrat","belong but dont participate","same st,dif city","never married","white","white","pacific","male",53,1
"2048",12,"high school","$10000 - 14999",NA,"agree","strongly agree",NA,NA,"have done it in the past year","once a week","newspapers",NA,"other party",NA,"same st,dif city","widowed","white","white","pacific","male",59,1
"2049",12,"high school","$1000 to 2999",NA,NA,"strongly agree","strongly agree",NA,"have not done it but might do it","once a week","tv","3-4 days a week","not str republican",NA,"different state","married","white","white","pacific","female",63,1
"2050",12,"high school","$10000 - 14999",NA,NA,NA,NA,"disagree","have not done it but might do it","everyday",NA,"several times a day","not str democrat",NA,"same st,dif city","divorced","white","white","pacific","male",53,0
"2051",12,"high school","$3000 to 3999",NA,"neither agree nor disagree",NA,"neither agree nor disagree","agree",NA,"never","family",NA,"independent","never belonged","same city","never married","american indian or alaska native","other","pacific","male",21,0
"2052",16,"bachelor",NA,"$4 million to $5 million","agree","strongly agree",NA,"strongly disagree","have done it in the past year","everyday","the internet",NA,"ind,near rep","belong but dont participate","different state","never married","white","white","pacific","male",61,1
"2053",12,"high school","$10000 - 14999","$40,000 to $75,000","disagree",NA,"disagree",NA,"have done it in the past year","everyday","radio",NA,"independent",NA,"same st,dif city","never married","white","white","pacific","male",65,0
"2054",14,"high school","$10000 - 14999",NA,"agree","disagree","strongly agree",NA,"have not done it but might do it",NA,"other",NA,"ind,near dem","used to belong","same st,dif city","married","white","white","pacific","female",49,0
"2055",12,"high school","$15000 - 19999",NA,"disagree",NA,"strongly agree","neither agree nor disagree","have done it in the past year","never",NA,NA,"other party",NA,"same st,dif city","widowed","white","white","pacific","male",65,1
"2056",16,"bachelor","$10000 - 14999",NA,"strongly agree","strongly agree",NA,NA,NA,"less than once wk","radio","3-4 days a week","ind,near rep",NA,"same city","married","white","white","pacific","female",32,1
"2057",12,"high school","$25000 or more",NA,NA,"strongly agree","strongly disagree","strongly disagree","have done it in the past year","everyday",NA,"several times a day","strong republican",NA,"same city","married","white","white","pacific","male",54,1
"2058",18,"graduate",NA,NA,NA,"strongly disagree",NA,"neither agree nor disagree","have done it in the more distant past","few times a week",NA,"5-6 days a week","other party","belong and actively participate","same st,dif city","widowed","white","white","pacific","female",71,1
"2059",3,"lt high school","$10000 - 14999","$1 million to $2 million","agree","disagree","agree","disagree",NA,"once a week","tv","once a day","strong democrat",NA,"different state","married","white","white","pacific","female",88,1
"2060",10,"high school","$6000 to 6999",NA,"agree","agree","agree","strongly disagree",NA,"everyday",NA,NA,"ind,near dem","used to belong","same st,dif city","widowed","white","white","pacific","male",76,1
"2061",13,"high school","$6000 to 6999",NA,NA,NA,"agree",NA,NA,"less than once wk","the internet","3-4 days a week","ind,near dem","belong but dont participate","same city","married","hispanic","other","pacific","male",32,0
